You didn't specify a land-sea mask. It's faster if you do,so this might take a while.
         28372578 function calls (28300302 primitive calls) in 300.900 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.001    0.000    0.001    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/generic.py:26(create_pandas_abc_type)
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/datetimelike.py:1591(TimelikeOps)
       16    0.000    0.000    0.001    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/re.py:223(split)
      624    0.000    0.000    0.001    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/compat/_inspect.py:13(ismethod)
      143    0.000    0.000    0.001    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/sre_parse.py:84(opengroup)
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:780(PeriodDtype)
       24    0.000    0.000    0.001    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_add_newdocs_scalars.py:52(add_newdoc_for_scalar_type)
        7    0.000    0.000    0.001    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/enum.py:827(__or__)
        2    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/parquet.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/function_base.py:1(<module>)
      835    0.000    0.000    0.001    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:711(__eq__)
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/reshape/concat.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/common.py:1(<module>)
     1190    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/format.py:462(DataFrameFormatter)
      726    0.001    0.000    0.001    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/netCDF4/utils.py:41(_find_dim)
      366    0.000    0.000    0.001    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/function_base.py:244(iterable)
     1829    0.001    0.000    0.001    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:669(<genexpr>)
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/zipfile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/util/numba_.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ctypeslib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arraylike.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/period.py:62(PeriodIndex)
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/integer.py:1(<module>)
       37    0.000    0.000    0.001    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/sre_compile.py:411(_mk_bitmap)
        1    0.000    0.000    0.001    0.001 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/base.py:347(IndexOpsMixin)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/sql.py:1(<module>)
       55    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/util/_decorators.py:11(deprecate)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/accessors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/numpy_.py:1(<module>)
       40    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/compat/_inspect.py:140(formatargspec)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(amin)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/stata.py:1009(StataReader)
       56    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/format.py:246(dtype_to_descr)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/ufunclike.py:1(<module>)
      522    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ast.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:487(_init_fn)
     1054    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       50    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/strings/accessor.py:90(_forbid_nonstring_types)
        5    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/enum.py:790(_missing_)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arraylike.py:20(OpsMixin)
      138    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/sre_parse.py:355(_escape)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/window/rolling.py:849(Window)
      504    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/functools.py:64(wraps)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:983(IntervalDtype)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/format.py:912(DataFrameRenderer)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/calendar.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/enum.py:797(_create_pseudo_member_)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/generic.py:10851(_add_numeric_operations)
       11    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/nanops.py:55(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/sas/sasreader.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2742(amin)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/internals/ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/excel.py:51(CSSToExcelConverter)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/base.py:18(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/categorical.py:187(Categorical)
       78    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
      527    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/isoparser.py:2(<module>)
       10    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:878(__class_getitem__)
      280    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/function_base.py:443(_needs_add_docstring)
      644    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:96(CategoricalDtype)
      624    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/compat/_inspect.py:26(isfunction)
        9    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/netCDF4/utils.py:24(_safecast)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/accessor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/extension.py:199(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/einsumfunc.py:1(<module>)
       38    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1769(pandas_dtype)
       14    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/expr.py:178(_filter_nodes)
       29    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/nanops.py:57(<genexpr>)
        5    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/enum.py:869(_decompose)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/period.py:66(PeriodArray)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:273(stringToExpression)
      395    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:939(__init__)
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:995(add_option)
       36    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/ops/docstrings.py:7(make_flex_doc)
       13    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/extension.py:110(wrapper)
       96    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/util/_decorators.py:432(__call__)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/expressions.py:72(_can_use_numexpr)
      620    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/compat/_inspect.py:41(iscode)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:205(split)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/distutils/version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/pytables.py:3184(Table)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/textwrap.py:381(fill)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:30(NDArrayBackedExtensionArray)
      204    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      128    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/expr.py:182(<genexpr>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/isoparser.py:42(isoparser)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:4162(__mul__)
      250    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/expr.py:271(disallowed)
       10    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/accessor.py:139(add_delegate_accessors)
       49    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/netCDF4/utils.py:459(_out_array_shape)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:708(getExprNames)
      640    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/numbers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/timedeltas.py:70(TimedeltaArray)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/textwrap.py:356(fill)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:337(Float64Index)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:5657(min)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/uuid.py:778(uuid4)
       50    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/sre_parse.py:267(getuntil)
      640    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/multiprocessing/process.py:189(name)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/copy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ctypeslib.py:353(_get_scalar_type_map)
       10    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/accessor.py:56(_add_delegate_accessors)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/textwrap.py:342(wrap)
