You didn't specify a land-sea mask. It's faster if you do,so this might take a while.
         28372578 function calls (28300302 primitive calls) in 300.900 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/multiprocessing/popen_fork.py:12(Popen)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pytz/lazy.py:71(LazyList)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ctypes/__init__.py:101(CFunctionType)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/numeric.py:2260(_isclose_dispatcher)
        8    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/period.py:288(dtype)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/pytables.py:2509(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:369(errstate)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/parquet.py:88(BaseImpl)
        4    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.offsets.to_offset}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/zipfile.py:1114(_ZipWriteFile)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/nanops.py:1551(make_nancomp)
        8    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:752(get_opt_string)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/json/encoder.py:73(JSONEncoder)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/six.py:864(add_metaclass)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/index_tricks.py:295(__init__)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/common.py:42(IOArgs)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:196(<listcomp>)
        8    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/ops/methods.py:72(<genexpr>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/_datasource.py:75(_FileOpeners)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:8083(_convert2ma)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:1541(SupportsComplex)
        5    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/css.py:16(_side_expander)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/calendar.py:154(__init__)
       10    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:972(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/arrayprint.py:861(FloatingFormat)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/function_base.py:1901(vectorize)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/plotting/_misc.py:501(__init__)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/datetimelike.py:205(_ndarray)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:414(<genexpr>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/zipfile.py:2181(CompleteDirs)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/datetimelike.py:48(_join_i8_wrapper)
        1    0.000    0.000    0.000    0.000 /home/persad_users/csc3323/heat-research-scripts/qtiler.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:947(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ctypeslib.py:173(_ndptr)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/numeric.py:19(NumericArray)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_config/config.py:227(CallableDynamicDoc)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:489(ForwardRef)
       12    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/getlimits.py:295(finfo)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/multiarray.py:644(result_type)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/arrayprint.py:1279(StructuredVoidFormat)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/records.py:97(format_parser)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:29(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/stata.py:603(StataValueLabel)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/extras.py:215(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:471(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/datetimes.py:74(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/base.py:1290(ExtensionScalarOpsMixin)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/tz/tz.py:1253(tzical)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:78(_validate_dtype)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/excel/_xlsxwriter.py:162(XlsxWriter)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/_strptime.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:1551(SupportsBytes)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/multiarray.py:321(where)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/tempfile.py:768(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:1986(io)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ast.py:339(NodeVisitor)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/enum.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/compat/py3k.py:88(contextlib_nullcontext)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/compat/__init__.py:80(import_lzma)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:688(BufferingFormatter)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:139(key)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:281(_Final)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ctypes/__init__.py:445(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1121(FileHandler)
        5    0.000    0.000    0.000    0.000 {method 'issubset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ctypes/_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ctypes/__init__.py:153(py_object)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pytz/tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:1026(Protocol)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:539(TypeVar)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_testing.py:2922(SubclassedDataFrame)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/_datasource.py:100(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/groupby/groupby.py:452(GroupByPlot)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1190(_StderrHandler)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ctypes/__init__.py:375(_FuncPtr)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/pytables.py:320(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexing.py:2085(_ScalarAccessIndexer)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:1652(_match_abbrev)
        5    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/_strptime.py:210(<genexpr>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/tempfile.py:450(_TemporaryFileWrapper)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/util/_decorators.py:249(deprecate_nonkeyword_arguments)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/algorithms.py:1263(SelectNFrame)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ctypes/__init__.py:444(LibraryLoader)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:2135(NullHandler)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_config/config.py:382(option_context)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/index_tricks.py:144(__init__)
        5    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/expr.py:110(_compose2)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2907(_prod_dispatcher)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:298(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1038(StreamHandler)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:931(_create_option_mappings)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/pathlib.py:475(_Selector)
        7    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:749(takes_value)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/compat/chainmap.py:7(DeepChainMap)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:898(_MaskedUnaryOperation)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/expressions.py:74(get_current_context)
        3    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:2001(re)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2048(ObjectValuesExtensionBlock)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pytz/lazy.py:121(LazySet)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/weakref.py:311(KeyedRef)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pytz/tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ctypes/__init__.py:404(PyDLL)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/utils.py:207(CacheDict)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:1255(_init_parsing_state)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/numerictypes.py:427(_typedict)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/base.py:107(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/reshape/merge.py:1538(_OrderedMerge)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        6    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/urllib/parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1663(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:1734(_TypedDictMeta)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:177(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/arrayprint.py:1232(DatetimeFormat)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:941(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/utils.py:54(_Deprecate)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/multiprocessing/util.py:182(Finalize)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/urllib/parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/getopt.py:43(GetoptError)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pytz/lazy.py:91(LazyList)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/parsers.py:3644(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/linalg/linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:1803(NewType)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/expressions.py:52(Expression)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:558(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/pathlib.py:1550(WindowsPath)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:878(__init__)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/inspect.py:158(isfunction)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/groupby/ops.py:997(FrameSplitter)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/tz/_factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/parsers.py:3750(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/_pytesttester.py:60(PytestTester)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/typing.py:1644(NamedTuple)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/expressions.py:493(RawNode)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:862(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/window/expanding.py:279(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/tz/tz.py:1036(tzstr)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2612(_amax_dispatcher)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/urllib/parse.py:210(_NetlocResultMixinBytes)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:771(is_package)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/zipfile.py:613(LZMACompressor)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/json/decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/records.py:78(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/errors/__init__.py:176(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/window/rolling.py:2145(RollingGroupby)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:792(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/zipfile.py:775(_Tellable)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/index_tricks.py:604(ndindex)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/multi.py:81(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/accessor.py:152(CachedAccessor)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:2383(__init__)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2076(FloatBlock)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/pytables.py:608(TermValue)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:6736(_frommethod)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:15(DummyArray)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/arrayprint.py:448(_recursive_guard)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pytz/exceptions.py:11(Error)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:601(<listcomp>)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/expressions.py:240(gen_reduce_axis_func)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:408(has_year)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/bottleneck/_pytesttester.py:21(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/printing.py:544(PrettyDict)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/tz/tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/ctypes/_endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/multi.py:120(MultiIndexPyIntEngine)
